cartodb_id,the_geom,type_walkway,type_vacant_lot,type_tree,type_tag_graffiti,type_stumble_stone,type_speech,type_song_sound,type_shrine,type_sculpture_statue,type_scholarship,type_protest,type_poem,type_plaque,type_performance,type_park,type_parade,type_obelisk,type_museum,type_mural,type_mosaic,type_meal,type_interactive,type_historical_marker,type_gateway,type_garden,type_digital_project,type_community_resource_center,type_closed_school,type_closed_factory,type_celebration,type_bridge,type_book,type_billboard,type_bench,type_archeological_site,type_arch,topic_youth,topic_women,topic_william_penn,topic_water,topic_war,topic_violence,topic_unity,topic_technology,topic_sustainability,topic_street_art,topic_sports,topic_social_justice,topic_slavery,topic_sexuality,topic_seniors,topic_rocky,topic_religion,topic_public_safety,topic_public_health,topic_pretzel,topic_peace,topic_outer_space,topic_neighborhoods,topic_music,topic_move,topic_monument_lab,topic_mass_incarceration,topic_love,topic_liberty_bell,topic_justice,topic_indigenous_peoples,topic_immigration,topic_hunger,topic_homelessness,topic_green_space_or_nature,topic_gentrification,topic_gender,topic_freedom,topic_food,topic_education,topic_division,topic_diversity,topic_dialogue,topic_community,topic_class_economic_inequality,topic_civic_engagement,topic_city_infrastructure_transportation,topic_cheese_steak,topic_celebration,topic_ben_franklin,topic_art_and_culture,topic_addiction,zip,type_vista,type_street,type_projection,type_playground,type_other_no_form,type_memorial,type_image,type_film,type_bikepath,transcript,topic_wawa,topic_race_ethnicity,topic_post_industrial,name,age,address,mlab_id,form_image_b
362,0101000020E6100000FFFFFF3592CA52C0FD6E207CE0F94340,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19147,,,,,1,,,,,Rose,,,,Rose Super Hero,3,Middle of City Hall,632,https://farm1.staticflickr.com/423/18576103536_18c58a5f9a_b.jpg
363,0101000020E6100000000000949BCC52C0333680C358FE4340,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,19141,,,,,,,,,,Kids need places to be to educate and keep them off the street's!,,,,Youth Centers and Move,58,Fairmount Park,633,https://farm1.staticflickr.com/399/18414742188_7f0bb98ae2_b.jpg
364,0101000020E61000002EDA88CC01CA52C00D8D278238FB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,"My beautiful house. Beautiful and pretty house. My beautiful!! I miss you a long time ago!! But with the grace of God I'll be allright!! Thank you
",,,,Cheryl's House,,1104 Green St.,635,https://farm1.staticflickr.com/355/18604622321_2e69d53b92_b.jpg
365,0101000020E6100000EA2DD450D9C952C0BEAE152301FF4340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19139,,,,,,,,,,Mural of the inside of the Gym. It is now a furniture store.,,,,Joe Frazier Gym,45,Broad + Glenwood,636,https://farm9.staticflickr.com/8846/18414808430_cb40cc277a_b.jpg
366,0101000020E6100000C443183F8DCC52C016F9F5436CFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,08065,,,,,,,,,,"American Indian because of the free spirit, and the freedom of speech. or the American Bald Eagle.",,,,Free Spirit or American Eagle,50,Market Street,639,https://farm1.staticflickr.com/473/18416318009_30f0edf72c_b.jpg
367,0101000020E6100000000000B4F2CD52C0148556388DFB4340,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,98121,,,,,1,,,,,"Not sure what it might look like, but it would include representations and input from a number of stakeholders -- and respecting the range of what educational activity might entail (informal and formal) / --> Various reps/stakeholders (examples: early childhood, k-12 -- diverse offerings w/in system /public-private-alternative - environmenal ed, comm. college, community edu. orgs - eg. communities in schools of Philadelphia, universities, various educational funders, adult ed/ families/ youth ...",,,,Plurality of Education,39,West Philadelphia,64,https://farm6.staticflickr.com/5445/17637444159_ab3d28e729_b.jpg
368,0101000020E6100000D920938C9CC952C0F5B86FB54EFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,19141,,,,,,,,,,a philly pretzel to use in the playground or just as a monument!,,,,Philly Staple,70,at franklin square,641,https://farm9.staticflickr.com/8880/18416318619_eae3beaaf3_b.jpg
369,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,19102,,,,,,,,,,,,,,The immigrant and how/she has affected the city,76,Center City near City Hall or on Parkway,,
370,0101000020E6100000FFFFFF04A5CA52C01983FE10E5F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19123,,,,,,,,,,,,,,Joe Frazier,24,"TBD, Joe Frazier's Gym",643,https://farm1.staticflickr.com/472/18416316669_30c99ae158_b.jpg
371,0101000020E6100000B60600D84ACA52C09A877E33D2F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,18974,,,,,,,,,,"[the upper layers would be more recent immigrants. this layer would be the Irish, Germany etc. faces of People from all over the world]",,,,The People That Came Before Us,56,,645,https://farm9.staticflickr.com/8876/18414742278_be9e85900d_b.jpg
372,0101000020E6100000000000D0F4CD52C0354D7206A0F84340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,19145,,,,,,,,,,The Philly rowhome is a unique architecture - a vernacular building rooted in working-class history. Rapid gentrification means that even rowhomes are out of reach for many - and parking/crowding issues mean many 1st floor stoops are giving way to garage doors! This monument celebrates the communication hub and playground that is - THE STOOP.,,,1,"""The Stoop""",32,Southwest Philly,646,https://farm1.staticflickr.com/359/17981841013_066eca82f1_b.jpg
373,0101000020E61000000000002E99CB52C09A3EF9F3C0F94340,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,19139,,,,,,1,1,,,Knock down the House that replaced the Move home. Replace it with this statue in basement area. Pictures of the 11 on the walls of basement. [On a MOVE / 11 Names],,1,,Onamove,45,6221 62nd Osage,649,https://farm1.staticflickr.com/542/18602477125_0734a78b1d_b.jpg
374,0101000020E610000038A85890C1CF52C0AFE4CF5C4CFA4340,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,19139,,,,,,1,1,,,Knock down the House that replaced the Move home. Replace it with this statue in basement area. Pictures of the 11 on the walls of basement. [On a MOVE / 11 Names],,1,,Onamove,45,6221 62nd Osage,649,https://farm1.staticflickr.com/542/18602477125_0734a78b1d_b.jpg
375,0101000020E610000000000002A8CA52C0A546ACD8EFF94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Love the Sky,,,,The Sky,7,Philly,65,https://farm9.staticflickr.com/8814/17819867081_3b4a9d7a82_b.jpg
376,0101000020E6100000D798219F21CE52C03F879E3990FC4340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[Me, Mommy, Uncle, Brother]",,,,"On the Side of My Mom's House I want a picture of me, my mommy, my brother, and my uncle",11,4939 West Stiles Street 19131 PA,651,https://farm1.staticflickr.com/370/17979843174_c9483749ae_b.jpg
377,0101000020E61000000000003A9EC952C0FBE2A72F8BF94340,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,19107,,,,,1,,,,,wall where people add what liberty means to them,,,,Your Liberty,38,outside the Liberty Bell,652,https://farm9.staticflickr.com/8889/18416315419_e12f899fa2_b.jpg
378,0101000020E61000000C8FFD2C96CB52C09548A29751FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,19150,,,,,,,,,,Water elements spring/summer --> convert to light show during fall/winter. Use the concept of throwing pennies or two pennies (i.e. penny for thought) that activates water or light feature. All proceeds go to education/maintenance.,,,,Fountain/Tower,36,30th Street Station,653,https://farm1.staticflickr.com/552/18420453279_64f49624a6_b.jpg
379,0101000020E6100000B6A2282BE1CB52C069E8FA99D5F94340,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,19087,,,,,,,,,,"[Welcome to University City]  Philadelphia is a city of higher education. However, I also think that the universities represent a huge divide. University City sometimes feels like a bubble for students who don't always venture out. Additionally, while Philadelphia has a huge population of college students, only about 25% of Philadelphians graduate from college. The railway bridge near World Cafe Live has a really interesting aesthetic because of how the ivy grows up the sides. I propose to put vine arbors underneath on Walnut Street to make use of this natural decoration and to make the bridge to University City more inviting. This might cause college students to venture and learn more about the city, and invite more citizens into University City to make it feel less like an enclosed place. ",,,,Walnut Street Arbors,19,31st and Walnut,654,https://farm1.staticflickr.com/403/17981838963_cfea7f48a6_b.jpg
380,0101000020E6100000E335AFEAACCA52C06937FA980FF84340,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,19147,,,,,,,,,,"Park/Round amphitheater/Tall ""tree of life"" in center/ Benches to sit under tree/4 or 5 stairways down to the tree (compass or star themed)/[Street level tree, benches, grass, stairs (down), more benches around].",,,,Adkins Circle,30,"Broad & Washington? Or along the Schuylkill, south of South st. Bridge",655,https://farm9.staticflickr.com/8852/18414743128_24b8752a29_b.jpg
381,0101000020E61000000C8FFD2C96CB52C09548A29751FA4340,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,19147,,,,,,,,,,"Amphitheater that serves as a cultural hub for local communities and Philadelphia as a whole/more central as opposed to Penn's Landing/a place to gather, celebrate, and challenge thought/large enough to host events: farmers' markets, movie screenings, lectures, concerts, social discussion (see Pioneer Square in Portland, OR for comparison)/paved with recycled bricks/ringed by pillars and awnings providing shade/drinking fountains, benches",,,,Adkins Square,33,Near 30th Street Station,656,https://farm9.staticflickr.com/8831/17981840443_1bfd3dc31a_b.jpg
382,0101000020E61000000000001469CA52C034E44DB4FBF94340,,,,,,,,,1,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,1,,1,1,1,,,,1,,19120,,,,,1,,,,,"[[Researchers Note: Multi-page entry]] [[page one] public arts schools / educational themes / selected zones within ""monument"" map zones. / mural arts / PAFA / fundraising] [[page two] Mobile mural / based on selected community themes / Terry Adkins' dream /share ""wisdom bench"" / Benches dispersed throughout neighborhoods  - Tourist, i.e. mural arts projects / Benches selected park - public / Educational theme / Students from PAFA {City of Brotherly Love} / public schools children mural / Can be a tool for fundraising fund back to public art school. [[page three]]  ",,,,"""Share Wisdom Bench""",52,"Proposed - map as defined on zones attached [""monuments""]",657,
383,0101000020E6100000000000B978CA52C09D37672AE8F94340,,,,,,,,,1,,,,,,1,,,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,1,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,1,,,1,,1,1,1,,,,1,,19120,,,,,1,,,,,"[[Researchers Note: Multi-page entry]] [[page one] public arts schools / educational themes / selected zones within ""monument"" map zones. / mural arts / PAFA / fundraising] [[page two] Mobile mural / based on selected community themes / Terry Adkins' dream /share ""wisdom bench"" / Benches dispersed throughout neighborhoods  - Tourist, i.e. mural arts projects / Benches selected park - public / Educational theme / Students from PAFA {City of Brotherly Love} / public schools children mural / Can be a tool for fundraising fund back to public art school. [[page three]]  ",,,,"""Share Wisdom Bench""",52,"Proposed - map as defined on zones attached [""monuments""]",657,
384,0101000020E61000000000005076CC52C03FD1A9CE6DF74340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,, ,,,,Kimberly,6, ,658,https://farm9.staticflickr.com/8875/17981841323_e99e57a79a_b.jpg
386,0101000020E6100000000000283AC752C06191DF4792FF4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17404,,,,,1,,,,,Addiction Kills - 'Hope In Recovery' Somehow carry that message that there is hope.,,,,Recovery,62,K & A,66,https://farm8.staticflickr.com/7773/18124792721_c50a8d35e2_b.jpg
387,0101000020E6100000000000C0FAC852C03CA5DD2D09FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19141,,,,,,,,,,"a giant paper clip - meaning to bring us together as ""one people one city""",,,,The Binder: One People One City,70,On South St or Penns Landing,660,https://farm9.staticflickr.com/8838/17981842973_8364f1906f_b.jpg
388,0101000020E61000004F94DFFD4CC952C0C7D79E5912044440,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,1,1,,,,1,,19141,,,,,,,,,,Build a giant book on a pedestal. The book opens up to create shade for someone to stand under and proclain the lesson of life and love as we attempt to learn from the reader,,,,Book of Life,70,At public library,661,https://farm1.staticflickr.com/519/18576104376_e5f6b7ebcf_b.jpg
389,0101000020E61000000000003A9EC952C0C16699268EF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,1,,,,,,19121,,,,,,,,,,All for All 1. Take down Frank Rizzo's statue (he was very prejudiced). On liberty Bell grounds or a high place where everyone near [U.S. Marine] [Philly},,1,,,55, ,662,https://farm9.staticflickr.com/8878/18414744258_4f905cb084_b.jpg
390,0101000020E61000000000003842CD52C0D83C273110FB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Kimberly Peace in the World,,,,,, ,663,https://farm1.staticflickr.com/538/18597962572_43191faba9_b.jpg
391,0101000020E6100000CFBA46CB81CB52C02F8507CDAEFF4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19141,,,,,,,,,,Draw a DNA of the many colors. Spell gayborhood with the DNA chains and colors,,,,DNA of Gayborhood,71,South Philly or C.C.,664,https://farm9.staticflickr.com/8878/17979844764_65454550c0_b.jpg
392,0101000020E6100000AF9701C2E2CF52C0740F1A0B54FA4340,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,19104,,,,,,1,,,,"A community garden park that can serve as a public living space for the residents along the blocks affected by the MOVE bombing, and as an historical marker identifying the tragedy for other residents and visitors to the city",,1,,Move Community Park,35,Osage Avenue,667,https://farm1.staticflickr.com/514/18416317569_37ae7d3aa7_b.jpg
393,0101000020E6100000000000EE7FCA52C068AA065404FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,19083,,,,,,,,,,A central figure & founder in the Birth of Country,,,,Statue of Thomas Paine,53,City Hall,668,https://farm1.staticflickr.com/516/18604622631_593fcd14ef_b.jpg
394,0101000020E61000000000004F6ACA52C0FD6E207CE0F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19104,,,,,1,,,,,Nesia,,,,Spider,4,City Hall,67,https://farm8.staticflickr.com/7670/18123738805_aae0d4182f_b.jpg
395,0101000020E6100000000000500ECB52C0EE5D5074CCFF4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,1,,,,,,,1,,1,,,,1,,,,,1,1,1,1,,,,,,,,,19122,,,,,1,,,,," -We want to address the historical and everyday violence in Philadelphia, generally, and North Philly, more specifically. -We want a representation of people who are often under-represented, whether ""natives"" to the area or recent immigrants. -We want to focus on the role of places in forming/being formed by power and special interests. -We want our monument to be a forum for discontented groups and a space of affirmation.",,,,____ _____ _____ _____,25,North Philly,672,https://farm1.staticflickr.com/515/18416317299_5138318210_b.jpg
396,0101000020E6100000000000A869CC52C09229760278FE4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19147,,,,,,,,,,"Statue of Sun Ra on full Egyptian-Saturnanzan Regalia, because he represents all that is wonderfully weird about Philadelphia",,,,Sun Ra,44,Belmont Plateau,673,https://farm1.staticflickr.com/360/18602480035_2263b687a1_b.jpg
397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19126,,,,,1,,,,,[1871-1901] We do ours in 1 year,,,,Samadhi Industries,35,Center of the known universe City Hall,675,
398,0101000020E610000000000068DAC852C095A91787F5FE4340,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,"""Mosiac Mirrors...Reflection of Self. A heart that lights up at night. Water flow from within the heart. Core value of wisdom of knowledge overflows. Water fountain base with lights...captures the flow of water, peace TRANQUILITY. Fountain hands balanced...united in nature of heart with ascending butterflies and hearts To heaven, symbol of Freedom and Liberty! Proposed by Ms. Elba Jimenez and Mr. Richardo Martino. ""The Hands of Wells""...Series. ""The Hands of Wells"" series Public Art Project proposal was a collaborative effort by Ms. Elba Jimenez known within the Latino Community as Visual Artist and Mr. Richardo Martino, known for his Teaching skills and educating the community at large of diverse Latino Culture. The proposed hands are of both Female and Male made of mosaic mirrors of which is in a coupling and nurturing form joined by center bold red heart that lights up at night and overflows down water of which tringles down the fountain in the form of a Large Heart shape. Upwards to the heaven the viewer can see beatify whimsical colorful butterflies that also lights up at night. The hands made of mirror is symbolic of self-awareness creating an opportunity for medication and reflection of self...thus viewer becomes part of the Public Art. The Heart the shines light within is symbolic of social core values, where the healing begins. The water flowing down wards motion represents, enlightenment of wisdom and knowledge. The Water flow that shines light within the Large Heart creates a serenity and the sound of water created the feeling of refection Peace and Tranquility...for all to exhange thoughts and unity within a diverse community, a City of Brotherly LOVE. Proposed by: Mrs. Elba Jimenez and Mr. Richardo Martino. Fairhill Park Located Lehigh Avenue and 4th Street Philadelphia PA 19133. The proposed Public Art ""Hands of Wells""...series. For this particular location the hands is made of material reflective of Gold, in keeping with the Community theme. ""El Centro De Oro"" http://en.wikipedia.org/wiki/Fairhill,_Philadelphia http://en.wikipedia.org/wiki/El_Centro_de_Oro""",,1,,Hands of Wells: Fairhill Park,53,"Norris Square, 2100 Howard St and Fairhill Park, Lehigh Ave and Fourth St",676,
399,0101000020E6100000000000FF7DCA52C03BA4CF43EBF94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,A spiral staircase around a questionmark with the top 10 ideas on the staircase,,,,Future Quandries,,Courtyard at City hall,677,https://farm1.staticflickr.com/533/18416317209_0bd350a52e_b.jpg
400,0101000020E61000000000000875CA52C0378516D5E1F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,19150,,,,,,,,,,2 large hands with the name of the city of Philadelphia in the center symbolizing that God has the City in his hands. Holding it together.,,,,God Has Philly,53,City Hall,678,https://farm1.staticflickr.com/487/18416314869_4ef47e589a_b.jpg
401,0101000020E6100000BA4A77D7D9CF52C0A4E36A6457FA4340,1,,,,1,,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,19104,,,,,,1,,,,"Stories from witnesses, friends, family, participants, and documenters/researchers of the MOVE bombing with objects/images- cast/engraved in metal and embedded in the sidewalk along the site and up a small wall [top view of sidewalk / sideview / maybe plant the wall / parts of the sidewalk]",,1,,Move Monument,33,Osage Avenue,679,https://farm1.staticflickr.com/545/18414742968_c224ae6558_b.jpg
402,0101000020E6100000000000106BCC52C0E8D7D390E9F24340,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,"We need to invest more, turn empty lots into useful space. useful space, build buildings into useful areas.",,,1,Living Housings,,Tastykake Factory,680,https://farm1.staticflickr.com/411/18576103196_3747d94e97_b.jpg
403,0101000020E6100000000000B0E9CB52C0088A76F228F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,1,,,,,,,19148,,,,,,,,,,"Alice Paul was the founder of the National Women's Party, a group that introduced a new political strategy in the campaign for votes for women. Votes for women was first proposed as a constitutional amendment in 1874. Forty years later, with no progress achieved, Alice Paul's group led a movement that held the majority party, rather than individual politicians responsible. Within 6 years, women won the right to vote and voted in the 1920 presidential election. Alice Paul gained her PhD in political science at the University of Pennsylvania on the topic of the political rights of women in Pennsylvania. After achieving votes for women, Alice Paul launched her campaign for an Equal Rights Amendment in 1923 and campaigned for its passage until her death. She was a Quaker raised in Morristown NJ, and a graduate of Swarthmore University.",,,,The Alice Paul Bridge,58,The South Street Bridge,681,https://farm1.staticflickr.com/498/17981839273_f324de5bba_b.jpg
404,0101000020E61000000000009272CA52C027EDD9EAE9F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,1,,,,,1,,,,,,,19123,,,,,,,,,,"4 representative Philly citizens, sculpted classically in bronze in the directions of the city: North is an African American mom w. a kid, looking tired and busy. West is a single African American man with something creative - a radio? and a kid. South is a mummer, looking haggard and drunk. East is a white lawyer w earphones and sunglasses, a kid who is playing w an ipad...",,1,,Rivers of Philadelphia,47,City Hall Center,684,https://farm1.staticflickr.com/267/18414804870_305f11c445_b.jpg
405,0101000020E6100000000000886CCB52C02847940FBCFC4340,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,1,,1,1,1,,,,1,,60201,,,,,1,,,,,"I think it would be interesting, rather than attempting to create a unified symbolic representation of the current city, to instead remove the current monuments throughout the city, their absence pointing to how incomplete their narratives have always been. Instead of focusing on memorializing and passing down an image of the city, I think it would be useful to embrace the ephemerality of our current age, while still realizing many changes need to be made to create a more hopeful future for the city.",,1,1,É,19,Throughout the city,688,https://farm1.staticflickr.com/418/18416315469_4421a3536a_b.jpg
406,0101000020E6100000000000CE06CD52C0A3ED6B248CFB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,1,1,,,,1,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,33441,,,,,,1,,,,To remember the victims of state repression who were murdered by the police on May 13th  1985.,,1,,Move Memorial,23,West Philly,689,https://farm1.staticflickr.com/527/18416315979_ea4cba1fb9_b.jpg
407,0101000020E610000000000080FDC952C0059A989367004440,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19122,,,,,,1,,,,No more teddy bears...,,,,Big Teddy Bear,50,"North Philadelphia 
",69,https://farm8.staticflickr.com/7773/17821727482_dc4e811ca3_b.jpg
408,0101000020E6100000000000DA92CB52C02C3C946EB3F84340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19138,,,,,,,,,,Freedom in Song. Commission an artist to construct a monumental tributary statue to the legacy of the legendary Marian Anderson. [pedestal],,,,Tribute In Song or Freedom in Song,60,Place it nearest to the Marian Anderson House Museum * or Waterworks Museum Area,690,https://farm1.staticflickr.com/394/18604621231_82bb95135e_b.jpg
409,0101000020E6100000000000322CCB52C0D83C273110FB4340,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,19123,,,,,,,,,,"Michelangelo Pistoletto staged a 'walk' w/a. rolling ball of newspapers many times. this homage would be a ""cattledrive"" of tumbleweeds blown through the streets w/ leaf blowers to comment on migration(west back to east!) in an urban spot (I'm from idaho... west meets east.)",,,,Tumbleweed Drive Cattle Drive- After Michelangelo Pistoletto,55,Ben Franklin Pkwy,691,https://farm9.staticflickr.com/8833/18576102026_a9b7f26a79_b.jpg
410,0101000020E6100000000000E24DCC52C019A9731C62FA4340,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,19101,,,,,1,,,,,"The idea is to create a grassroots group of locals based on common law, not statutory, and united under the monument. [the monument / tree / tree / market west / market east /broad south / broad north]",,,,Common Law Open Market/Court,30,Any,693,https://farm1.staticflickr.com/367/18576101686_2a9a37f128_b.jpg
